16792|Claudia	|Kitamura|A0L|99, Kzdfdharg Xkbcqzjpwm Kmfno|55095|899 515 5137|06Y|524/796|545017/911929-619978|8/12/1998|LA1|1QY|
16793|Mario	|Swinney|A0Y|80, Lcsqxnlchii Kkugbfqqxy Rrt|29807|740 146 9851|02K|013/557|352379/653948-496036|3/27/2005|CO1|WZ2|
16794|Paul	|Doolittle|F0J|73, Yziwre Uurasgnj Vtyjunode |65188|452 323 8410|0H9|218/616|072938/144585-988342|1/31/2000|HE2|T70|
16795|Filip|Irina|S0U|41, Yeldfougkgb Ozmydj Dzpoco |26336|227 790 3548|0BE|443/240|215086/574695-922642|9/5/2001|CH1|NIV|
16796|Dane	|Manney|A1A|31, Mcnrvf Swckzy Ihsxysgkcpe |28653|991 508 2717|060|071/179|722532/466261-502658|4/27/2000|PE1|PSQ|
16797|Anamaria|Kliment|E13|61, Zlkaldzpzv Gbluqkdvq Nbpup|13156|041 206 5836|04T|130/354|776644/349866-014869|3/30/1997|DE1|A8R|
16798|David	|Black|E0O|12, Emhjgjdeb Twxedcwtfv Rumrc|80837|752 146 9835|0CV|685/011|867077/036559-172456|5/24/1998|PS1|QEV|
16799|Greg	|Kelly|M0T|09, Vbjzvlzqo Cjgcjdpq Edvdj F|61512|062 364 8495|015|897/398|327325/243444-383970|11/9/1997|EL1|EBU|
16800|Gary	|St Laurent|R10|35, Rskqm Kqbhrw Gbdnh Umtpeoz|50842|762 978 3332|0D4|250/772|927715/658572-712058|3/30/1994|AL1|90O|
16801|Frangopol|Lyuba|M04|49, Pydecr Hwhjprzrfc Iltxzjjt|77505|669 126 3210|0B0|781/453|003682/648247-236428|7/22/1997|AL2|EDL|
16802|Jose	|Brown|J04|67, Jgubsxqxvdr Iresttrpb Dqnu|17035|109 322 2086|0JE|134/852|316458/921585-860611|7/27/1993|LA2|D5L|
16803|Kevin	|Jones|L07|87, Apcnrh Zukgiwzsklk Aktvtj |69564|098 997 9756|0IN|788/372|330742/082098-996223|5/18/2004|NU1|WO3|
16804|Robin	|Neigel-Britt|H1F|29, Osqygre Nlujkqi Ngpxvo Eft|96169|557 992 8633|0GF|460/640|676632/808642-141205|10/13/2002|AU1|AO5|
16805|Marty	|Smith|G02|22, Pxkwkqabba Veocuqyging Njn|19748|590 983 6428|0G6|969/516|232800/394198-146885|2/11/1993|GA1|33G|
16806|Ana|Fekete|P1F|71, Rgggpir Lthsnywzjx Cgykqnv|63048|752 598 8923|0BI|324/294|807948/450784-852379|4/20/1994|PH2|BIP|
16807|Illong A.|Giger|D10|52, Dbpeho Rwoislymx Maqidgc P|48211|321 161 5986|0FJ|040/003|960005/349512-299836|11/17/1993|RE3|JRF|
16808|Dimitrov|Rezart|L12|46, Fmjulrwnl Udttnkwsgw Przau|65724|560 343 7985|05J|435/677|914726/754413-281476|10/10/2001|FU1|SY7|
16809|Chris	|Leonard|S3L|30, Jnxrngqtbad Kmhzf Mwjdvwml|05350|504 997 6672|0FO|394/518|591030/874782-983341|9/1/1990|NU1|DYJ|
16810|Francis B.|Powell|C07|16, Bteuocgkk Qzjodu Jboxypbok|91406|661 380 1665|0AU|161/396|990190/838886-585575|8/29/1998|PH1|UHI|
16811|Elena|Costea|H19|04, Ljgmqzjpy Puftgbn Lxnthzya|36082|375 410 5247|0EK|680/810|455331/882839-261807|7/15/1995|NU1|FWR|
16812|Barbara	|Bruun|L09|06, Dpbgx Xkoixasta Qbjrnov Vl|04736|942 926 7122|0JF|565/865|269414/873682-717135|1/28/1994|CE1|I7G|
16813|Galina|Nita|A0A|33, Afcbyjz Jamreqqggds Ikpnlu|36592|723 555 4806|082|910/182|043681/400668-194988|11/15/1996|NU1|Y0M|
16814|Dan|Miroslava|K01|22, Azimbebh Wtlzicdye Pfhhnnf|93416|760 614 1939|0B9|478/523|025090/610791-432097|7/15/1995|AL1|0XV|
16815|Besart|Medarski|A0R|56, Umamgpujyx Zuzgrekn Swqbgv|90606|651 355 5135|068|771/477|811652/431964-792341|6/15/1997|HE2|VRN|
16816|Adam	|Hill|C1T|95, Ejvcwplwxbo Qvghrldj Atovg|75517|258 423 3064|00S|103/066|509667/454870-145163|7/2/2002|PH1|R8V|
16817|Bodi|Milena|B20|64, Rzvppn Bljkp Gnkxlvrc Nzxi|54634|453 358 7658|06E|832/076|881079/932199-855839|8/21/1997|SP1|SCL|
16818|Karalievsk|Matova|M1A|81, Bxfcknxzop Ucnxzzgu Awvbjh|16448|932 352 8896|0IF|035/332|633339/633885-919409|8/27/1996|LA1|EMF|
16819|Rod	|Wallinder|S20|54, Bzmulfwndex Ijdfehff Kanun|23593|422 558 7690|0CH|082/864|781925/832422-353714|3/10/2005|SA1|UXK|
16820|Nancy	|Nolan|W0K|38, Vyhqnve Vhmamkmxd Vyxhasuu|69406|777 000 7064|0BJ|274/826|152223/085620-280927|1/23/1992|LA2|092|
16821|Steve	|St George|R0L|01, Vcyllxlssr Fbftxuxbzk Dvni|51993|154 640 2659|09H|347/228|957029/119462-009242|5/30/1996|PH2|EJT|
16822|Carole	|Webb|E0L|29, Pitpdlrn Xeauqu Ieqbiftqm |91225|285 913 2824|0BI|849/765|058104/592413-979911|3/17/1992|SP1|8PI|
16823|Bill	|DeKoster|L0N|88, Ilpcuwaeytb Mowwns Bzdcpqw|63937|959 201 9357|0I8|977/565|672026/743528-485083|7/10/1998|CE1|3L9|
16824|Karla	|Rose|B2I|48, Hmiqtdmjsn Deqqf Jcsjma Xu|88750|392 883 4832|0J0|534/426|602594/774174-213364|9/5/2001|ME1|H6U|
16825|Grigorov|Polina|H0Z|19, Esghh Bmswyj Jlacdra Evjsn|36954|932 765 6282|0EM|013/141|348688/490497-407543|11/4/2004|AR1|K45|
16826|Glen	|Anderson|C1U|91, Kntsibduk Kjlyvw Epwqztwvr|66871|747 761 9554|0BI|793/282|242327/942145-323261|12/19/2002|DI1|9Y9|
16827|Carl J.|Alperin|M0K|73, Uktimaaql Ojnniwqgk Yxerjn|13615|181 491 3955|04A|764/631|085947/668307-639936|7/18/1992|DI1|9MD|
16828|Weiliang|Xu|E0B|47, Nidcx Nabkhga Garihdunlcn |38975|962 336 9125|0CI|084/958|961775/489880-824390|10/2/1990|SA1|QB9|
16829|Dennis	|Spells|C1D|11, Nblycbsdbfy Sahyjueqmd Rcw|65585|607 041 5626|04C|959/111|011113/161290-137645|2/5/1996|TV1|42P|
16830|Kory	|Riley|E0M|43, Ofedga Gdddzorl Pvseuwjboj|78624|496 980 4019|08G|106/641|953889/955160-412879|1/26/1994|HE1|32D|
16831|Kaneva|Vesselina|W16|27, Jmjsq Jtdwmiia Hxqdbtv Myr|66655|660 895 1167|07P|015/670|209267/437911-225004|7/3/1996|PU1|6RK|
16832|Viesta	|Ziegler|K0W|15, Hdagz Fspthzvloa Eidrw Snk|05029|872 925 7721|0K2|294/221|398763/081635-065484|5/22/2005|DE2|LJV|
16833|Ejona|Velko|C0H|64, Hlzdvg Qzxxwznekr Vqrfubyh|34978|523 495 3217|0IK|446/821|635208/928711-536819|12/14/1995|AR1|9BJ|
16834|Verna	|Murray|G0K|67, Mcuvkvdzuzf Gjiru Ssnepptv|50225|909 638 9950|0EJ|797/671|486677/866546-957392|7/26/2004|DE1|IXP|
16835|Tony	|Kolwitz|S2N|86, Hdqcdafmh Vezskjms Waxafwa|80974|470 974 7198|0E0|340/449|839929/830959-410022|7/19/1995|ME1|LFE|
16836|Sokha	|McDowell|K0L|57, Wnzlw Zzhfkqlxvx Ieqyjrs B|93508|969 092 9250|08U|208/815|693593/273875-936443|6/20/1996|DI2|5RN|
16837|Galab|Peristeri|S18|77, Hlztxxroq Ibcsbf Fltfapefx|56807|708 672 6691|0ER|775/408|890768/600895-974619|10/24/1992|HE1|NHA|
16838|Margarita	|Rehm|B1G|76, Jjehi Wbligm Iukrkx Wptrfp|88801|670 747 8959|0HP|309/051|571177/443774-454602|2/3/1998|ME1|LVH|
16839|Tonev|Georgiev|W0W|47, Kjprjxlfziv Sjldnqjdma Zwh|33451|589 853 5398|04Y|912/488|815210/121084-625376|4/28/2002|DI2|2O4|
16840|Kathy	|Bates|H17|00, Vypdxpmnljh Yfcctaj Nqtwrr|99417|820 953 7274|0BF|518/641|037001/913768-101326|3/31/2005|EL2|523|
16841|Jeffry A	|Kjosness|E0J|88, Waxhc Oxnqyj Grwhiozrs Svo|12926|076 636 0128|0D5|961/416|574697/123729-995425|2/14/1995|AL2|RST|
16842|Toteva|Svetla|S2I|31, Wuuufqr Ywefkmv Fofxgkvnu |87794|146 177 4054|07B|769/752|913425/507886-519124|4/24/2000|PS1|KMY|
16843|Miyoshi|Dakov|D12|57, Bwkklhkhu Mtigancpigv Urao|32550|218 398 0048|0K5|921/836|949086/420856-796831|1/29/1997|PH2|B7W|
16844|Cucumanova|Ciobanu|S1L|06, Ptjwznky Dwbytzm Hrjqrmjko|21951|346 644 0176|052|145/246|759054/582822-446247|1/13/1996|SP1|ROA|
16845|Douglas	|Nilsen|B2D|34, Djvoe Kktpc Rteegj Vrjvg P|12532|726 581 9265|0C9|848/409|537663/609490-524345|5/18/2003|AT1|2HG|
16846|David	|Greymond|C1C|73, Imezk Klkzehbpx Eolhyzew U|34551|502 790 1369|091|529/261|305939/698615-706323|11/20/1991|BA1|LDI|
16847|Melanie	|Mills|M0H|31, Liuamdfchjn Vvyypgiew Yjla|62115|638 125 2859|0IC|443/962|460717/413638-036333|3/17/2004|PH3|35I|
16848|Tricia	|Larson|K0C|00, Kcqvftfq Pfpvh Plvbpqkcvwl|41793|714 100 2959|092|235/336|567174/263398-956060|10/4/1998|SO1|T1T|
16849|Asie|Stanko|S1I|92, Tyhqczo Jhubzim Imchzozeea|04856|887 102 0554|04P|208/954|941026/630281-870202|10/20/2000|AT1|OW1|
16850|An	|Mach|H03|73, Hnmbw Wspsytcrd Jpbzkulf C|49812|161 064 2268|026|964/681|205411/304185-218450|9/2/1999|LA2|6QR|
16851|Angela	|Campos|W0W|80, Pxpvs Ljwybiv Valuowjlsrr |11651|371 559 1868|04N|217/644|609351/827177-708425|3/2/1994|AT1|NMF|
16852|Emil|Velkova|B10|01, Xjjumt Twnifdl Xcyzoann Iq|05151|498 772 5804|05O|465/954|653151/877196-420405|2/12/1995|PS1|MLA|
16853|Randy	|Harper|S2E|71, Vvssdsl Cuwcgzqhv Yzprvmww|47455|290 615 8810|010|473/279|133895/925391-224487|12/29/1998|ME1|23O|
16854|Boris|Simona-Cristina|L0B|77, Fjbvxgb Efoailxw Tijjn Sjj|45371|805 140 1881|0I1|026/056|716965/066735-250845|9/9/1996|CH1|CEB|
16855|Sharon	|Little|A0L|89, Guaaauquy Krlnqytv Fphjsmy|30653|247 120 7636|0DI|163/687|103566/924692-361518|10/31/2002|PE1|PCT|
16856|Velcheva|Vera|C0Y|71, Ogubxvnyfzi Svjqntar Uzqou|44988|050 209 0815|01B|720/282|252453/808108-452702|6/8/1994|PE1|Y5T|
16857|Dimitar|Polina|S2M|35, Ljfsji Gwrpiejpnb Ppqorivz|54959|671 111 8636|0BO|170/961|622192/840134-825695|12/23/2000|PH3|ULD|
16858|Alexandra|Victor|O01|47, Mkmjg Qcconp Viwhcscqu Ywx|38832|313 068 1315|01V|531/312|854213/227491-358753|2/2/1995|DE1|42S|
16859|Maurice	|OBrien|E0J|71, Frabjjgx Fuwmmkeg Lbuqqpll|49033|126 511 3455|01D|537/763|593298/802489-026641|1/23/1991|PH1|KQM|
16860|Atanasova|Teodora|S1H|09, Zvhmhdncvss Sjdywhygqku Iv|78400|709 838 1172|0AD|136/057|796486/494691-743837|6/15/2001|GA1|CSU|
16861|Ray	|Tong|H0E|42, Cdxldjjcwft Dxlbvcaae Gqad|84390|880 645 5685|0HA|976/138|491338/589450-231629|8/23/2004|NU2|MCK|
16862|Nahornaya|Iva|H24|07, Gvhgh Kqcwdo Uxsfkclwjwo M|11695|128 247 1020|0E7|758/331|980423/478350-291663|1/3/1996|PL1|68L|
16863|Dimitrov|Rezart|M1M|85, Bkyxi Tzibxuvdwj Iajgklgzg|84782|873 942 2922|037|503/258|397855/464772-000864|5/28/2003|GA1|478|
16864|Gene	|Jessel|U04|71, Viouwbxt Gtrfozggua Atonkr|89268|768 660 2183|0CY|282/207|159790/917769-879959|10/28/1996|DE1|L9V|
16865|Johnnie	|Prakash|I0A|96, Igpli Lkbafcvqivx Wmiknuxw|21512|584 161 6092|02O|061/864|461938/785083-776417|10/1/1998|CE1|AEF|
16866|Yordanova|Gavrilov|P1H|18, Qjshiqe Zkihcoevg Wxfieijt|92665|580 980 4799|053|024/344|088418/710329-878972|7/11/2002|HE1|K2C|
16867|Kenneth A.|Kovar|C2I|89, Fykdz Ukgjwxc Xiwwtit Nitn|79509|867 522 8356|04O|798/511|522265/430743-339736|8/12/1999|DI1|UFF|
16868|Christian|Slavcheva|H1V|83, Olwyo Hzlob Lfcpa Kumnjc O|07873|608 625 3855|0BG|781/289|848581/705701-273952|9/24/2003|DE1|LM1|
16869|Levi	|Fletcher|S2F|96, Vwvzqiopv Lwlqweefm Wedbwh|89385|110 521 4801|07J|549/191|839763/304134-201653|6/9/2002|PS1|9W3|
16870|Erblin|Popescu|C1Y|53, Lvezwly Owaaxiw Tpundrs Yp|42836|424 065 5803|06Z|640/061|456190/204811-356468|5/21/1992|PH2|GOH|
16871|Alexei|Violeta|S3H|57, Mwjnbhmnytg Imhdhcq Izrrgg|48532|938 916 4169|0EH|247/871|129411/031399-879099|7/23/1992|CH1|IA2|
16872|Samuel	|OConnell|W0Y|23, Sinjxwecqt Szfpqoucfbr Rgy|62466|892 655 8472|0BU|277/484|089593/915263-003598|8/30/1992|PH4|J0H|
16873|Chris	|Kissinger|N14|45, Zdvqen Jwako Qgnfma Cxepci|51284|311 129 8823|07N|368/191|983244/496956-027246|8/12/1994|HE2|ICO|
16874|Debi	|Smullin|S1R|15, Nwywgbiegih Ylhfowmp Kkytl|23693|870 116 7133|072|275/983|522045/267024-544194|9/8/1997|OC1|M0E|
16875|Billy	|Ray|B0Y|91, Zhsqjnzee Ocpkihutna Lhguv|38989|336 347 5103|09K|759/266|919209/370411-451475|12/8/1996|NU2|TUD|
16876|Paige	|Miller|H0X|18, Bnjdbwjk Asrjsjunqaw Khbmm|39290|297 539 6928|03E|528/343|136774/405404-401402|4/4/2005|PE1|M6D|
16877|Ken	|Glavin|K01|61, Togiwygyuea Xuvonepklxn Qp|79370|483 977 5171|09I|374/359|917740/451586-376668|1/28/2001|FU1|BTZ|
16878|Colonescu|Nikolay|W0G|98, Opeedjoh Flqsqxcer Ywfvfeq|48671|822 994 5501|02V|542/290|687921/878690-522902|11/24/2000|PS1|V9Z|
16879|Tim	|Sinclair|C2A|02, Wtytmnjwq Ruwcobspxs Sasmc|48705|842 239 3372|08R|620/647|510224/542973-671096|4/29/1999|DI2|UM0|
16880|Shannon	|Tanaka|B01|42, Qhmuymmgde Zzpuidp Gkvanwl|01428|516 617 9948|0BN|888/361|111868/174267-987466|2/9/1992|PL1|42D|
16881|Gandila|Ilir|F04|51, Vyugg Yvgtjtbkzh Suuuh Ubf|57710|453 134 6270|095|560/335|397551/311041-191192|4/11/2004|AR1|24I|
16882|Eileen Sol|Engbaum|A0H|83, Qjqxepwj Hftthyi Ychqmccku|96955|440 217 4101|07P|683/860|307742/388574-792325|1/6/2000|PL1|Q1N|
16883|Eileen Sol|Engbaum|A13|71, Ylpwzxolqnn Rvqespg Urxxku|77917|176 560 5759|0GO|737/545|660803/584024-607687|10/21/1995|OC1|H2Z|
16884|Dimitrinka|Kastriot|H0V|49, Hhygayizonm Aphovij Scqijg|65339|370 504 3593|00L|978/934|539297/792678-007497|12/3/1998|CH1|PJE|
16885|Lauren	|Mattson|H2I|44, Mkmvgepamsd Gofzjewou Jpdz|80014|575 118 5136|0J3|207/621|719003/442340-680581|10/5/1990|CE1|4PP|
16886|John	|Stambaugh|O07|03, Pymokkncjzd Vkuosslgm Kvep|54972|393 564 3729|0IQ|941/831|869194/542358-514055|11/18/1998|DR1|C0I|
16887|Michael	|Williams|B0X|38, Wcyppae Slupgaflk Ckpupqqn|25915|417 867 9333|0KP|821/795|162085/367785-063054|10/10/1994|DR1|IQT|
16888|Dana	|Houghton|C1Z|36, Jxzrgdpryt Jxgiutru Xwiwwc|61291|184 768 5044|0EJ|402/200|105300/107820-741716|7/1/1996|DE2|0R8|
16889|Scott	|Grosvenor|K15|95, Yhiuk Mvrwpx Dsgchsbut Bgo|52316|691 814 6886|07O|522/972|552336/378563-370790|4/18/1994|PE1|LUS|
16890|Mary	|Schimpf|A0V|43, Zbflewnxij Eyydcn Glwyn Zt|30007|990 124 2878|01Z|423/139|138445/656091-410401|4/29/2002|DI2|MLI|
16891|LaCretiah	|Hillson|I0B|19, Tsiyyka Dkkront Pidyzdsruf|26964|669 760 3286|0CH|942/947|375427/652874-164744|5/5/1992|TV1|KY4|
16892|Judy	|Tulloss|S26|16, Nwlxysyepk Xlpbqgm Okqptqh|59701|937 694 6590|0JM|435/940|122557/536452-814538|1/1/1999|PU1|FDP|
16893|Ron	|Smith|A0W|13, Tykqymb Xnucdvb Ixcmzvotky|95210|284 088 5358|0CG|868/214|803016/856493-025499|7/2/2001|LA1|9GN|
16894|Tim	|Hollingsworth|N0R|73, Ebbbusqqiab Owungxsble Yqg|36610|572 945 2748|0KJ|342/022|725267/691510-005940|5/5/1995|NU2|MQU|
16895|Jacqueline|Xu|A0K|98, Israzxdoas Pcnwgbllux Ixrk|85152|365 700 1135|0JM|077/242|653308/104274-699514|3/28/1997|AL2|KV7|
16896|Mark	|Van Aken|A0C|19, Grooy Uxxmo Ialljq Kssepuw|39175|718 971 6722|098|559/532|460828/604263-967460|2/3/2001|TV1|F5Z|
16897|Leandra	|Christopher|W18|89, Xhsaggfe Phfopa Bgxrkj Fdv|92050|946 720 2121|0GF|559/901|263649/127358-999805|11/1/1995|EL1|1HH|
16898|Ken	|Flower|S2V|22, Qsfecllsm Edhxb Hvianofilu|60713|121 988 8522|0DQ|609/245|874538/150933-955248|5/30/2000|DI1|M6D|
16899|LaCretiah	|Hillson|N0J|13, Cobblaiwkwm Jdqgqlcwxf Roh|48148|848 865 2300|0D6|572/090|754937/595592-356596|5/28/2004|ME1|I2T|
16900|Linda	|Hutton-Jimenez|M0A|46, Dyzpielchhd Jxnqj Yepsuf Z|96200|094 122 8539|0I5|733/249|210336/228181-252566|4/22/1996|ME1|4Z7|
16901|James|Huang|B0R|66, Fmhyqpytnlb Sldwjtyrsvq Lo|38992|827 024 4354|061|173/647|005465/692763-022070|8/17/1995|ED1|J4L|
16902|Terry	|Abernethy|A0D|51, Apxnz Bhngsnd Znpeqnpynm H|88106|354 931 4617|03H|803/464|222218/023058-482521|1/24/1996|PH1|AQQ|
16903|Eddie	|Vollmer|L0K|28, Hfcrecf Wzdfcq Uipuhedu Fj|71380|740 319 9771|03N|469/337|358934/693347-205912|8/30/2004|TV1|GGH|
16904|Eileen Sol|Voight|O0I|82, Imqpueyhicj Zlkvkwmcbfz Bu|44844|716 585 1990|02A|515/877|671142/641077-725749|3/20/2000|BA1|MM7|
16905|Tsilkov|Marina|B22|54, Akhtv Gbxqqz Amwden Mzmdoj|47430|421 010 7536|0BG|184/148|629836/152100-261137|8/5/2001|BA1|XXA|
16906|Kandev|Horeanu|L0O|02, Wnoakremu Pfdtz Pixhtpb Ry|45301|433 617 1247|0HG|782/120|921239/228053-007729|12/15/1998|OP1|XAR|
16907|Anton|Petya|S1H|89, Coqmik Rfnuajogns Cghhning|93220|408 500 7423|01M|288/524|610098/383161-149467|6/27/2001|RE1|1AX|
16908|Robert	|Buhl|W03|85, Oqubwxersja Ddbmgai Mnsdde|01771|288 275 4001|06O|932/079|097641/397585-023639|10/26/1990|DE1|KXI|
16909|Hong|Chen|M03|23, Hejymbjr Hnkbfva Vdfeush L|60716|813 771 5313|05I|319/868|113404/130793-404796|2/16/2003|PH1|FTV|
16910|Ronalie	|Davis|B07|82, Ardaqejlo Uclni Rmivrshw D|21523|630 063 7072|059|668/824|919929/969827-739376|5/4/1991|AU1|1VY|
16911|David	|Black|H2G|71, Rzdvifpcied Aygovw Enahiyq|30511|020 830 3998|0HS|500/166|635446/711983-913229|12/29/2002|LA1|S9N|
16912|Eugenia|Rositsa|H0H|51, Tkopbkmhmte Mclslcavf Rkzo|46021|235 375 3786|0CM|497/396|645125/022585-622040|1/5/1996|BA1|AZ6|
16913|Alexei|Sabina|I03|91, Cgjwfyvpwjo Lcjwu Iswqjyqg|19717|420 823 2215|04W|486/049|968776/451935-300913|2/6/1990|PU1|BVA|
16914|Manny	|Schwan|B17|49, Ijynqqhif Nlsxga Trcnyi Fd|37858|371 451 4918|0IQ|147/967|087725/576911-825914|10/22/2002|ME1|VE1|
16915|Darryl	|Odom|H1Q|87, Bdabr Ayfyenwksj Ssqfpgqoe|45741|191 026 1016|05C|045/016|997231/507627-046592|2/15/1992|EN1|SSS|
16916|Janice	|Hendrickx|H1D|83, Sorairlm Jioevlfqu Zemuvno|79764|892 164 8239|019|399/339|382912/932227-668661|3/30/1994|AE1|L2Q|
16917|Brenda	|Harris|B17|76, Jthwovb Ksgnhsdkwo Ihehwrx|04321|477 912 6924|0HX|713/907|611236/447843-140511|12/26/1999|GA1|5JF|
16918|Atanasov|Shundi|Q01|43, Vimhzkbdc Xtdweuo Pxshelse|91508|206 616 4546|0J9|762/742|654042/579296-629508|2/24/2000|HE2|OC7|
16919|Charlene	|Flick|B19|41, Ethvij Mxmtpdqk Vwftoejwr |92419|337 630 0624|0FP|713/306|518834/153414-400393|1/28/1993|PO1|RS1|
16920|Helen	|Chen|B3Q|98, Xeulgm Xuiapreh Fdsfwpdwi |63720|576 056 3266|0JD|973/447|694031/806097-217279|10/19/1995|EN1|DLG|
16921|Eric	|May|C1H|40, Rwqqk Efdmle Mpexzhpatf Ry|80421|666 174 8280|0BS|520/592|950350/514517-107455|4/2/1996|BA1|N87|
16922|Christian|Slavcheva|B36|16, Bpmiouwu Gezgzreyz Kletrfy|19819|637 254 7558|0EA|144/576|262552/305035-070033|10/24/1990|ME1|F3F|
16923|Paul	|Lowry|B1L|25, Ydgcbeoce Cjsao Jsviw Qfvx|13175|597 747 6200|09L|514/691|005461/131779-590475|9/7/2000|OP1|VJH|
16924|Berisha|Nergui|L1L|27, Malxapurf Eliqhenj Vbjwvgw|72495|269 460 6104|0FA|587/676|823897/491049-260979|8/31/1991|RE3|O7M|
16925|Mano|Marko|D0L|99, Eoejg Nqzfxoxmzjm Rthngyod|32313|367 983 5477|0KO|351/168|481626/286156-771100|1/8/1993|LA1|FRB|
16926|Karen	|Laris|P1I|73, Nlvygpcko Ntwusagofro Czbe|26493|272 214 1335|0FT|052/208|266629/605622-552558|10/29/2000|ME1|FQA|
16927|George	|Benofsky|K0X|57, Kklsssikqe Qqjbjydmn Zumgm|12917|146 921 9951|05C|539/982|565758/026208-250453|1/10/1992|GA1|ECH|
16928|Rad	|Prewitt|B33|39, Xuzwpyca Ubjbewzeuu Osifb |14754|913 432 2772|0G6|919/435|414048/297865-993810|12/1/2002|BA1|TBS|
16929|Patsy	|Peycke|G03|47, Pnqbb Mcgbnphhho Zyflavn M|37228|547 699 9753|0L1|719/495|295389/380050-266861|7/30/1994|RE4|AYN|
16930|Gregory	|Crosby|O0M|72, Jaewagpl Ucogr Kfkiuuhbdq |69100|092 866 3491|039|629/203|498742/885624-329085|1/9/1993|AR1|K1A|
16931|Richard	|Himes|M0O|65, Zkwxgggkxxw Sbysuyly Zondk|53065|439 693 6436|0CB|105/901|815432/391551-512144|4/21/1991|MA1|6H1|
16932|Shari	|Prasad|M1I|54, Zoaio Pcmzj Yhkill Rnnfzwt|56664|546 129 3432|0GC|857/289|925652/425179-117736|3/2/2002|DR1|067|
16933|Gabriela|Mariya|H0K|57, Vwebmgkdld Lktosms Vdtrris|64337|337 639 6157|0KG|191/893|872340/160185-119318|10/18/2003|HE1|94J|
16934|Teresa	|Spisak|L1J|00, Qvcikhlawrg Ajdozdehgp Rqn|48758|288 844 4857|00N|972/080|809550/329075-607772|11/22/1992|TV1|CXP|
16935|Sean	|Fenner|N16|02, Lvtyq Znjxg Escyfky Fhqqo |43479|159 916 4632|0EP|355/446|806740/030400-087587|5/3/1994|DI2|D5O|
16936|Aaron	|Hummel|S31|33, Qnwratkck Hthkem Pfwxrbqo |40313|393 314 3601|07G|026/084|739630/975978-703999|8/6/2000|PS1|ZFS|
16937|Anna|Mamulaishvili|K1F|74, Eextcd Gooaux Hsixfely Ybv|50076|803 096 1005|0HM|785/864|455872/319284-604946|12/22/1994|SA1|7IK|
16938|Mike	|Nugent|C28|84, Bkbbdupjhxm Zorikv Fdqfau |18145|838 019 9636|0JQ|703/132|642845/383644-099575|2/22/2003|HE1|0SB|
16939|Shannon	|Gangnes|A0U|69, Xwvhyhlsfh Esppupnwxs Ukny|29940|605 854 3011|04B|291/438|219977/436251-160372|4/28/1996|PH1|A0H|
16940|Erland	|Yamanaka|D01|92, Ioyswh Kbwnspeqwve Iowdarv|09162|103 633 8700|02H|731/395|047851/239975-368605|3/22/1996|PH4|T1A|
16941|Stoyanov|Georgi|W06|08, Xevawnsb Btxpu Pgvnmexlj Q|37824|557 387 5922|0KQ|185/293|574553/779123-015657|10/4/1990|HO1|AKH|
16942|Illong A.|Al-Hallaq|B2R|27, Gofswkjbcsa Xqelzkb Kjaaa |90607|864 131 6380|0D0|338/215|183198/907396-818937|10/28/1998|PH1|MY6|
16943|Boryana|Andreescu|W1B|75, Akpyfam Otxfdunxg Cqfua Op|34247|158 858 4415|02U|096/467|799378/687922-436796|10/8/2000|ME1|NPS|
16944|Jed	|Carleton|B08|04, Eanypueap Mnobbkvujv Xartc|26495|783 063 9075|00R|964/169|439970/452695-382298|11/27/2000|AE1|T0J|
16945|Alan	|Dunstone|N0P|37, Qdmkasauzhu Vhyoluwaxo Kfq|84705|808 263 2128|019|074/968|929317/721058-507358|10/2/1990|SY1|XDT|
16946|Sarah	|Dillon|N1H|30, Cycur Rziyvfc Wvdkcry Wnoo|36881|546 260 7708|04P|761/208|014689/236345-563612|11/7/1990|AL1|E0B|
16947|Saf	|Milos|V08|44, Tgkvwzo Jfqzuwchilq Dukrbt|72896|914 909 1310|05I|855/850|397193/876251-771255|3/31/2002|TV1|QCG|
16948|Matthew A.|Li|W14|68, Rakri Epjutixm Rhbtlzekjnx|21843|306 575 6081|0IM|636/402|833144/735097-398226|9/9/2003|LA2|NJH|
16949|Mark	|Blanton|B2K|73, Vyjzpnnrig Kubvsvxixee Mzi|33996|155 344 1424|033|023/521|845830/191134-458182|3/30/1997|HE2|PAZ|
16950|Carl J.|Alperin|N0V|82, Edcjczlezdl Miawqhvs Nwzpp|61285|374 523 0822|079|155/702|764568/986915-834740|4/26/1995|DE1|4H5|
16951|Kris	|Kwan|W0E|38, Divetyook Etepyg Sviqlniej|46796|930 157 9415|0IZ|253/997|788397/849209-212560|1/6/1995|CE1|36F|
16952|Angelov|Minovski|M11|15, Xiynmp Kpxacamoxvk Zmnjcfw|83362|093 602 2747|03U|827/014|677309/322883-278097|12/2/1998|DR1|FLF|
16953|Jeffrey	|Langdon|B2O|29, Tvlede Wsghd Ytcirrcsn Njk|32989|337 230 4901|0JO|764/179|710741/803063-669329|7/1/1998|MA1|35G|
16954|George	|Jackson|E15|17, Ksfgyv Whqdmty Pvcgteapum |76738|715 492 5644|08X|801/496|977194/368181-108136|5/28/2002|NU2|R98|
16955|J	|McFadden|W17|08, Kufrsdg Meqon Deullh Prnkg|76608|274 916 6633|05Q|294/066|724859/125791-963923|1/2/1996|SA1|H0H|
